IND_NAME,DIM_GEO_NAME,DIM_1_CODE,VALUE_NUMERIC
Life expectancy at birth (years),Venezuela (Bolivarian Republic of),SEX_BTSX,71.2208252
Life expectancy at birth (years),Venezuela (Bolivarian Republic of),SEX_FMLE,75.94953918
Age-standardized prevalence of obesity among adults (18+ years) (%),Viet Nam,SEX_BTSX,2.015739918
Life expectancy at birth (years),Viet Nam,SEX_BTSX,73.79657745
Life expectancy at birth (years),Viet Nam,SEX_FMLE,77.95729828
Life expectancy at birth (years),Viet Nam,SEX_MLE,69.72524261
Age-standardized prevalence of obesity among adults (18+ years) (%),Western Pacific Region,SEX_BTSX,8.453249931
Life expectancy at birth (years),Western Pacific Region,SEX_BTSX,77.41814423
Life expectancy at birth (years),Western Pacific Region,SEX_FMLE,80.51378632
Life expectancy at birth (years),Western Pacific Region,SEX_MLE,74.52599335
Age-standardized prevalence of obesity among adults (18+ years) (%),Yemen,SEX_BTSX,13.6537199
Life expectancy at birth (years),Yemen,SEX_BTSX,65.7620697
Life expectancy at birth (years),Yemen,SEX_MLE,63.08852768
Life expectancy at birth (years),Yemen,SEX_FMLE,68.56819153
Age-standardized prevalence of obesity among adults (18+ years) (%),Zambia,SEX_BTSX,11.07855034
Life expectancy at birth (years),Zambia,SEX_MLE,58.72094727
Life expectancy at birth (years),Zambia,SEX_FMLE,63.10931396
Life expectancy at birth (years),Zambia,SEX_BTSX,60.96884155
Age-standardized prevalence of obesity among adults (18+ years) (%),Zimbabwe,SEX_BTSX,14.21078014
Life expectancy at birth (years),Zimbabwe,SEX_FMLE,60.5333786
Life expectancy at birth (years),Zimbabwe,SEX_MLE,56.1946106
Life expectancy at birth (years),Zimbabwe,SEX_BTSX,58.48102188
