OID_,CTR_MN_ISO,CTR_MN_NM,UC_NM_MN,UC_NM_LST,Total_POP,Access_POP,SDG1121pct,Shape_Length,Shape_Area
12981,ZAF,South Africa,Paarl,Paarl; Wellington,232300.210698784881970,13761.614746242745241,5.924064685454320,0.406542645665016,0.004461774535138
12982,ZAF,South Africa,Worcester,Worcester,79027.548328751654481,6368.546767234804065,8.058641450879737,0.234388889119181,0.001938805902898
12983,ZAF,South Africa,Upington,Upington,62824.724050025164615,-9999.000000000000000,-9999.000000000000000,0.172039536259935,0.001284943792018
12984,ZAF,South Africa,Mossel Bay,Mossel Bay,63569.679913065425353,-9999.000000000000000,-9999.000000000000000,0.250010557429076,0.002048356212007
12985,ZAF,South Africa,Oudtshoorn,Oudtshoorn,56098.654625646791828,-9999.000000000000000,-9999.000000000000000,0.181994524084197,0.001162584373857
12986,ZAF,South Africa,George,George,166180.773488965001889,3001.796328306198575,1.806343938160530,0.292910014220644,0.003017079252418
12987,ZAF,South Africa,KwaNobuhle 1,KwaNobuhle 1; Rooihoogte; KwaNobuhle 7; Kwa Nobuhle 2; KwaNobuhle 4; Kwa Nobuhle 3; Kwa Nobuhle 5; Kwa Nobuhle 10; Kwa Nobuhle 6; Kwa Nobuhle 9; Kwa Nobuhle 8; Kwa Nobuhle 11,119141.962749734768295,-9999.000000000000000,-9999.000000000000000,0.217824028627976,0.002039712792597
12988,ZAF,South Africa,Uitenhage,Uitenhage,103264.927665180512122,8202.927788429899010,7.943575785020158,0.257760377983906,0.002523505286349
12989,ZAF,South Africa,Port Elizabeth,Port Elizabeth,759968.016187647590414,62545.762401652042172,8.230051932370857,1.081805631063058,0.022172349144119
12990,ZAF,South Africa,Kimberley,Kimberley,204652.416697962675244,8479.478932142250414,4.143356364394524,0.401080838202310,0.004049118001721
12991,ZAF,South Africa,Wells Estate,Wells Estate,151328.383120433281874,-9999.000000000000000,-9999.000000000000000,0.257870570958248,0.002427638342715
12992,ZAF,South Africa,Makhanda (Grahamstown),Makhanda (Grahamstown),58402.669275097599893,5868.610316038128985,10.048530981340702,0.221933973718159,0.001448192439837
12993,ZAF,South Africa,Mafikeng,Mafikeng,138125.525474145746557,4202.708051562314722,3.042672986861478,0.365954077259783,0.005829489254071
12994,ZAF,South Africa,Bloemfontein,Bloemfontein,436687.866031567158643,6033.667077459397660,1.381688740814072,0.523560832488782,0.009610162641331
12995,ZAF,South Africa,Komani (Queenstown),Komani (Queenstown),60383.167078547267010,4403.669978141786487,7.292876791993093,0.197927979831075,0.001616111530980
12996,ZAF,South Africa,Botshabelo Rural,Botshabelo Rural; Botshabelo-BA; Botshabelo-J; Botshabelo-F; Botshabelo-G; Botshabelo-K; Botshabelo-IA; Botshabelo-H,69250.364133750932524,-9999.000000000000000,-9999.000000000000000,0.259962560132118,0.001849181318050
12997,ZAF,South Africa,Botshabelo,Botshabelo,118006.478641091744066,-9999.000000000000000,-9999.000000000000000,0.272843172351414,0.003145124844022
12998,ZAF,South Africa,Jouberton,Jouberton; Uraniaville; Alabama; Freemanville; Alabama; Sakhrol; Freemanville; Manzilpark; Oudorp; Meiringspark,132337.364636628801236,-9999.000000000000000,-9999.000000000000000,0.230974914731447,0.002171542552598
12999,ZAF,South Africa,Uitkomsdal,Uitkomsdal; Nooitgedacht,80277.167072680123965,-9999.000000000000000,-9999.000000000000000,0.231050095166311,0.001448480687708
13000,ZAF,South Africa,Kutlwanong,Kutlwanong,49350.069684390451584,-9999.000000000000000,-9999.000000000000000,0.154748402367676,0.001004033482142
13001,ZAF,South Africa,Bronville,Bronville; Riebeeckstad,134353.587537033308763,-9999.000000000000000,-9999.000000000000000,0.288135101829941,0.002649703789426
13002,ZAF,South Africa,Lilian Ngoyi Village,Lilian Ngoyi Village; Hani Park; Ethembeni; Mdantsane; Manyano; Sisonke; Golden Highway; Masibambane; Thembilihle; Sisulu Village; Velwano; Khayelethu; Blue Rock; Zwelitsha,152957.529964919463964,25711.268101904563082,16.809416383620675,0.328159176918650,0.003942465337474
13003,ZAF,South Africa,East London,East London,236553.349021968315355,47197.189210377749987,19.952027483658512,0.523060860178948,0.006735339383776
