OID_,CTR_MN_ISO,CTR_MN_NM,UC_NM_MN,UC_NM_LST,Total_POP,Access_POP,SDG1121pct,Shape_Length,Shape_Area
3888,ERI,Eritrea,Adi Keyh,Adi Keyh,3225.207986831666403,-9999.000000000000000,-9999.000000000000000,0.073737661442683,0.000333938771659
3889,ERI,Eritrea,Senafe,Senafe,2516.814948916436151,-9999.000000000000000,-9999.000000000000000,0.073708305090393,0.000333712210305
3890,ERI,Eritrea,Adla,Adla; Fari; Bohoyto; Data `Ale; Gagou; Gaboyta; Sangoyta; Adedaa,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,0.073320102999276,0.000330605902532
3891,ESH,Western Sahara,Dakhla,Dakhla,81791.996141433381126,-9999.000000000000000,-9999.000000000000000,0.243877476003888,0.001762633716704
3892,ESH,Western Sahara,Boujdour,Boujdour,19128.060335516882333,-9999.000000000000000,-9999.000000000000000,0.136038812237959,0.000808935879490
3893,ESP,Spain,Los Cristianos,Los Cristianos,52205.226871728882543,46555.728650093071337,89.178290067550279,0.248690992563513,0.001737650060476
3894,ESP,Spain,Puerto de la Cruz,Puerto de la Cruz; La Orotava; Realejo Alto,83477.257269025009009,80609.774868607404642,96.564953744016222,0.330950196468619,0.002660340804857
3895,ESP,Spain,Santa Cruz de Tenerife,Santa Cruz de Tenerife; San Cristóbal de La Laguna,293473.319490551482886,288937.179127216571942,98.454326147532427,0.597253744564162,0.005323721407028
3896,ESP,Spain,Las Palmas de Gran Canaria,Las Palmas de Gran Canaria; Telde,433218.296858069254085,350108.121835232421290,80.815635991001187,0.727675910212652,0.010242362879568
3897,ESP,Spain,Arinaga,Arinaga,75694.498401105272933,55754.965713381752721,73.657883850337598,0.291421215161142,0.002190580392940
3898,ESP,Spain,Arrecife,Arrecife,60628.501188516675029,57882.175462007464375,95.470239783810854,0.237117728866517,0.001752453720923
3899,ESP,Spain,Vigo,Vigo,267496.699386266933288,259497.090908765007043,97.009455258380399,0.742133585285596,0.010242106389198
3900,ESP,Spain,A Coruña,A Coruña,251023.741419195692288,234654.008011161320610,93.478810683210057,0.444739152538181,0.007102257135408
3901,ESP,Spain,Ferrol,Ferrol,77997.171540916053345,70234.459983110646135,90.047444792618805,0.384223131290350,0.003336859055231
3902,ESP,Spain,Ourense,Ourense,72718.376147568153101,52041.969743013389234,71.566462976846537,0.205460454575559,0.001965049943236
3903,ESP,Spain,Huelva,Huelva,112038.149217248253990,93003.620001316099660,83.010671499916583,0.296961927939635,0.002534754920083
3904,ESP,Spain,Badajoz,Badajoz,80225.661744594501215,64539.846956849120033,80.447883574108019,0.275604973242856,0.002073235193781
3905,ESP,Spain,Cádiz,Cádiz,131668.845250725746155,119356.631284713846981,90.649106140053945,0.346462797356773,0.003012354551582
3906,ESP,Spain,El Puerto de Santa María,El Puerto de Santa María,60505.498777032014914,24684.746474027633667,40.797525800081459,0.306173887750440,0.002914904699816
3907,ESP,Spain,Cáceres,Cáceres,53178.748060107216588,51136.384207367867930,96.159436001707206,0.247855838026367,0.001777254354014
3908,ESP,Spain,San Fernando,San Fernando,81737.384104370983550,66265.862762689619558,81.071670556613711,0.196921995086736,0.001404740006744
3909,ESP,Spain,Jerez,Jerez,141819.237604856578400,124068.791283368802397,87.483752824179575,0.341580566750731,0.003723420142281
3910,ESP,Spain,Seville,Seville,848471.212452021660283,764489.395444393157959,90.101983924130153,0.813735349357863,0.016552374780797
3911,ESP,Spain,Dos Hermanas,Dos Hermanas,64070.721002876802231,56210.013108849452692,87.731201130584509,0.220963296658874,0.002129946203642
3912,ESP,Spain,Avilés,Avilés,72654.622955083672423,57152.243474483497266,78.662913865530570,0.250032816670300,0.002561271389538
3913,ESP,Spain,Oviedo,Oviedo,160168.085432052554097,156862.516829013708048,97.936187727959521,0.401840908504327,0.003330614854768
3914,ESP,Spain,Algeciras,Algeciras,170913.853090167220216,84702.192871928360546,49.558412814696226,0.705339392899685,0.006895519163669
3915,ESP,Spain,Salamanca,Salamanca,131216.410846590937581,128579.481014489923837,97.990396311644346,0.274411913867350,0.003098835271390
3916,ESP,Spain,Ceuta,Ceuta,69810.769349575028173,49288.950515270284086,70.603648941981419,0.339714934099232,0.002589335125951
3917,ESP,Spain,Gijón,Gijón,210640.963590145431226,190320.885306835058145,90.353216232504607,0.457182839201602,0.006344623770832
3918,ESP,Spain,León,León,132832.375104487058707,103569.632768392533762,77.970173074842862,0.375029857423776,0.003946079239035
3919,ESP,Spain,Marbella,Marbella,129025.646811961691128,102825.063892483885866,79.693507789453733,0.645162846038708,0.006022678913505
3920,ESP,Spain,Córdoba,Córdoba,192441.897061468334869,176786.001654148363741,91.864611788606865,0.321175827560333,0.003783022247772
3921,ESP,Spain,Talavera de la Reina,Talavera de la Reina,71188.936908662202768,67705.637744545805617,95.106965610983082,0.254322920963961,0.001789825897784
3922,ESP,Spain,Málaga,Málaga,821511.127712554181926,742417.643689992604777,90.372195658165722,1.691353427805191,0.020624912827871
3923,ESP,Spain,Valladolid,Valladolid,291269.610359728045296,267975.110503314994276,92.002426951564402,0.569815868694078,0.007233754548717
3924,ESP,Spain,Palencia,Palencia,61769.128453612320300,55245.992907881649444,89.439489095868524,0.186592386330851,0.001411845041831
3925,ESP,Spain,Collado Villalba,Collado Villalba; Alpedrete,61948.709698438702617,60406.511330842979078,97.510523826722135,0.214003794037321,0.001488680916069
3926,ESP,Spain,Ciudad Real,Ciudad Real,72118.322482943491195,50077.745593428524444,69.438311748407969,0.246834769661998,0.002076119865624
3927,ESP,Spain,Torrelavega,Torrelavega,49911.030197977983335,46985.368074655445525,94.138245370376822,0.225139754470277,0.001886406831585
3928,ESP,Spain,Madrid,Madrid; Móstoles; Fuenlabrada; Leganés; Getafe; Alcorcón; Parla; Torrejón de Ardoz; Alcobendas,4936173.590082208625972,4584798.721240689046681,92.881634682631415,2.805034106944050,0.082764429708254
3929,ESP,Spain,Jaén,Jaén,59826.752614855773572,56430.197026133588224,94.322681007628702,0.198535632692042,0.001225209631360
3930,ESP,Spain,Santander,Santander,206901.305581629014341,197473.487048744864296,95.443325741043026,0.560215599253705,0.007336278673835
3931,ESP,Spain,Granada,Granada,335412.934149384731427,297609.438763260433916,88.729267259178428,0.609207891312492,0.007898406179063
3932,ESP,Spain,Burgos,Burgos,127209.896945893735392,118132.141699314044672,92.863955191756006,0.373811553094533,0.003603297739208
3933,ESP,Spain,Alcalá de Henares,Alcalá de Henares,179028.315818071248941,154440.331643819576129,86.265868579561825,0.332862236690149,0.004138414962783
3934,ESP,Spain,Guadalajara,Guadalajara,82904.638348937020055,64638.617469549149973,77.967431927622528,0.226234836690852,0.001807877735853
3935,ESP,Spain,Bilbao,Bilbao; Barakaldo,720486.351663259440102,700876.235849501099437,97.278211340369239,0.991063352119570,0.015079379871829
3936,ESP,Spain,Vitoria-Gasteiz,Vitoria-Gasteiz,202914.012031271617161,192496.908847376762424,94.866247490937411,0.369435433546678,0.004623020258187
3937,ESP,Spain,Almeria,Almeria,175711.218077659344999,145713.927585125260521,82.928073221098430,0.433441471637232,0.006050583529723
3938,ESP,Spain,Logroño,Logroño,143241.723959862662014,131111.768522187834606,91.531828085876796,0.319959345024920,0.003500456384845
3939,ESP,Spain,Donostia / San Sebastián,Donostia / San Sebastián,201050.202962756098714,197790.722983777610352,98.378773096995161,0.443859049161514,0.005101287489720
3940,ESP,Spain,Albacete,Albacete; Albacete,111601.854867875517812,108696.007379055183264,97.396237282739435,0.241287944820706,0.001972923211173
3941,ESP,Spain,Irun,Irun; Hondarribia; Hendaye,55185.403060436350643,53999.748072147463972,97.851506154643047,0.316289546986801,0.002663495245326
3942,ESP,Spain,Pamplona,Pamplona,296934.662366449076217,278854.815124213346280,93.911169851930737,0.429863154774237,0.005940473021131
3943,ESP,Spain,Murcia,Murcia,350641.341583368717693,270557.046122668834869,77.160623701966131,0.850847508334656,0.014539982248552
3944,ESP,Spain,Cartagena,Cartagena,76504.583451747806976,72867.243278861133149,95.245591821069382,0.348925994610417,0.002954468923486
3945,ESP,Spain,Zaragoza,Zaragoza,492528.285331295221113,430070.725590243469924,87.318990279098301,0.773235919241494,0.011448138623360
3946,ESP,Spain,Elda,Elda; Petrer; Monòver / Monóvar,74414.828796982561471,60028.927353143692017,80.667964065218371,0.222640127106575,0.001855295918228
3947,ESP,Spain,Elx / Elche,Elx / Elche,139516.428984403755749,124809.636759042667109,89.458738062307347,0.332800867823016,0.003699947912264
3948,ESP,Spain,Torrevieja,Torrevieja,111524.587085187187768,103438.882420539899613,92.749845683382077,0.450590109257836,0.005528103125909
3949,ESP,Spain,Alacant / Alicante,Alacant / Alicante,420157.765153765620198,386635.053815604012925,92.021399074727654,0.947350740557167,0.013176023234454
3950,ESP,Spain,Valencia,Valencia,1456393.803077521733940,1254845.746834391495213,86.161156699703284,1.652340207544891,0.034815616731203
3951,ESP,Spain,Gandia,Gandia,76513.590527772845235,57843.531076669692993,75.599028457138900,0.346831568206391,0.003010473786246
3952,ESP,Spain,Benidorm,Benidorm; Alfaz del Pi,78131.531704902547062,66915.456493616133230,85.644623922581275,0.304763423781551,0.003714699971665
3953,ESP,Spain,Castellón de la Plana,Castellón de la Plana,173603.072181165422080,135466.956839918595506,78.032580378849104,0.450106243486216,0.004738421424463
3954,ESP,Spain,Lleida,Lleida,114628.431184410947026,108371.853304386502714,94.541862070886580,0.305491348986699,0.002698552745077
3955,ESP,Spain,Reus,Reus,95530.373827695788350,88477.579797983431490,92.617223457710708,0.250890030046896,0.002143501315589
3956,ESP,Spain,Tarragona,Tarragona,142485.520365834265249,98801.765317916710046,69.341618056516523,0.513211339193095,0.004819991209520
3957,ESP,Spain,Ibiza,Ibiza,55327.727694869063271,52375.434742689205450,94.663990235670411,0.228861474457726,0.001451806398267
3958,ESP,Spain,Igualada,Igualada; Vilanova del Camí,55552.121090337692294,45423.261138915971969,81.766924911921251,0.215636697595424,0.001510309479244
3959,ESP,Spain,Vilanova i la Geltrú,Vilanova i la Geltrú; Cubelles; Sant Pere de Ribes,71377.494391918226029,67256.490180015549413,94.226465572922521,0.274865243724033,0.002789668479039
3960,ESP,Spain,Manresa,Manresa; Sant Joan de Vilatorrada; Sant Fruitós de Bages,73780.810973465544521,66967.652120232509333,90.765676382056455,0.228123986029908,0.002054593260825
3961,ESP,Spain,Barcelona,Barcelona; l'Hospitalet de Llobregat; Badalona; Terrassa; Sabadell,3876376.372618834488094,3671093.024176177568734,94.704246215803778,2.796876880782566,0.062760304130026
3962,ESP,Spain,Mataró,Mataró,126571.993869901067228,111817.024758219733485,88.342627258564704,0.317544543331431,0.003019049981150
3963,ESP,Spain,Palma de Mallorca,Palma de Mallorca,438120.928722857846878,414636.234811782953329,94.639677684530170,0.955697273501001,0.011618873978808
3964,ESP,Spain,Girona,Girona,142726.776709675730672,135055.326055883866502,94.625079588676854,0.306902495733077,0.003148207068910
3965,EST,Estonia,Tallinn,Tallinn,323912.382044565165415,313782.627525238960516,96.872686849639393,1.007732707524678,0.016817787988359
3966,EST,Estonia,Tartu,Tartu,81630.929113369740662,80793.699485268516582,98.974372045994429,0.369288610590574,0.004462342396705
3967,ETH,Ethiopia,N/A,-,892.614291191100506,-9999.000000000000000,-9999.000000000000000,0.036351001749058,0.000081557336696
3968,ETH,Ethiopia,Itang,Itang,378.972554445266496,-9999.000000000000000,-9999.000000000000000,0.036344131663615,0.000081528820630
3969,ETH,Ethiopia,Tongo,Tongo,1201.621108770370938,-9999.000000000000000,-9999.000000000000000,0.072822293310350,0.000245370118619
3970,ETH,Ethiopia,Asosa,Asosa,26578.471184253703541,-9999.000000000000000,-9999.000000000000000,0.125670897097452,0.000737616085849
3971,ETH,Ethiopia,Beigi,Beigi,5148.326492309569403,-9999.000000000000000,-9999.000000000000000,0.072819373786976,0.000245350976777
3972,ETH,Ethiopia,Ts'Erba,Ts'Erba,4514.464141607284546,-9999.000000000000000,-9999.000000000000000,0.089114201791893,0.000327175269822
3973,ETH,Ethiopia,K'Idame Gebeya,K'Idame Gebeya,7342.691743373874488,-9999.000000000000000,-9999.000000000000000,0.109165757526878,0.000490200566290
3974,ETH,Ethiopia,Gambela,Gambela,66032.804902315096115,-9999.000000000000000,-9999.000000000000000,0.161653451737602,0.000896936802075
3975,ETH,Ethiopia,Bambasi,Bambasi,3129.463944435120084,-9999.000000000000000,-9999.000000000000000,0.052734647752108,0.000163762182881
3976,ETH,Ethiopia,Dambidollo,Dambidollo,22578.377614974990138,-9999.000000000000000,-9999.000000000000000,0.125360706870956,0.000652808472271
3977,ETH,Ethiopia,N/A,-,3004.406642913818814,-9999.000000000000000,-9999.000000000000000,0.056469985902230,0.000163266949529
3978,ETH,Ethiopia,Mendi,Mendi,7835.200739383704786,-9999.000000000000000,-9999.000000000000000,0.105479494408389,0.000491329827968
3979,ETH,Ethiopia,Kakie,Kakie,5665.972263336180731,-9999.000000000000000,-9999.000000000000000,0.068945312507764,0.000245061926425
3980,ETH,Ethiopia,N/A,-,263.308615267277048,-9999.000000000000000,-9999.000000000000000,0.052760056932535,0.000163891871913
3981,ETH,Ethiopia,Geba,Geba; BABO GAMBEL; Uattegghi,2649.387676239014127,-9999.000000000000000,-9999.000000000000000,0.072836601614395,0.000245433841688
3982,ETH,Ethiopia,Alem Teferi,Alem Teferi,6151.478741884229748,-9999.000000000000000,-9999.000000000000000,0.109154586983924,0.000408409277033
3983,ETH,Ethiopia,Jarso Tower,Jarso Tower,2916.404533863070355,-9999.000000000000000,-9999.000000000000000,0.072835051153896,0.000245422233361
3984,ETH,Ethiopia,Kile,Kile,1836.510255098343578,-9999.000000000000000,-9999.000000000000000,0.072771542312553,0.000326738329115
3985,ETH,Ethiopia,Aira,Aira,5798.294941186908545,-9999.000000000000000,-9999.000000000000000,0.121644313021827,0.000572100159402
3986,ETH,Ethiopia,Meti Chafi / Tilk u Meti,Meti Chafi / Tilk u Meti,6803.363032817836029,-9999.000000000000000,-9999.000000000000000,0.072596313007010,0.000244036710918
3987,ETH,Ethiopia,Nedjo,Nedjo,13674.429048538208008,-9999.000000000000000,-9999.000000000000000,0.141852882766347,0.000654563923576
3988,ETH,Ethiopia,Gulisso,Gulisso,9965.631457805644459,-9999.000000000000000,-9999.000000000000000,0.105372352234421,0.000490456217928
3989,ETH,Ethiopia,Tepi,Tepi,34337.178555488600978,4087.701389312742776,11.904593100761170,0.108889876054184,0.000569370460600
3990,ETH,Ethiopia,Duba,Duba,5877.364357471461517,-9999.000000000000000,-9999.000000000000000,0.109100818320027,0.000408051315744
3991,ETH,Ethiopia,Manasebo,Manasebo,1307.073400259018626,-9999.000000000000000,-9999.000000000000000,0.089315465470901,0.000328432335765
3992,ETH,Ethiopia,Bila,Bila,3349.410907030104227,-9999.000000000000000,-9999.000000000000000,0.089117098791131,0.000327160128652
3993,ETH,Ethiopia,Gore,Gore,11267.363999366756616,-9999.000000000000000,-9999.000000000000000,0.092768700006290,0.000326083723182
3994,ETH,Ethiopia,Metu,Metu,29400.572859287261963,3184.105350494385220,10.830079283603375,0.161674324111544,0.000815529993863
3995,ETH,Ethiopia,Gengi,Gengi,5746.078376293181464,-9999.000000000000000,-9999.000000000000000,0.072786460856082,0.000245133328882
3996,ETH,Ethiopia,Inango,Inango,8046.545648574826373,-9999.000000000000000,-9999.000000000000000,0.089088065530837,0.000326955814064
3997,ETH,Ethiopia,Uallaga,Uallaga,3831.750366210937045,-9999.000000000000000,-9999.000000000000000,0.068913366994680,0.000244837144044
3998,ETH,Ethiopia,Ghimbi,Ghimbi,34675.930271625569731,-9999.000000000000000,-9999.000000000000000,0.141780623163399,0.000899201695058
3999,ETH,Ethiopia,Guyi,Guyi; Yirga Dejen,9106.869524002075195,-9999.000000000000000,-9999.000000000000000,0.072764450994084,0.000245002085522
4000,ETH,Ethiopia,Guie,Guie; Buneia,6087.303447961810889,-9999.000000000000000,-9999.000000000000000,0.121630574887683,0.000490237714763
4001,ETH,Ethiopia,Daka,Daka,7627.840704917903167,-9999.000000000000000,-9999.000000000000000,0.072631393424203,0.000244234695487
4002,ETH,Ethiopia,Metema መተማ,Metema መተማ; Gallabat,2017.012658119202342,-9999.000000000000000,-9999.000000000000000,0.053077732197433,0.000165606250811
4003,ETH,Ethiopia,Shewa Ghimira,Shewa Ghimira,11312.681432724004480,-9999.000000000000000,-9999.000000000000000,0.105050492836200,0.000406465003118
4004,ETH,Ethiopia,Chena,Chena,5534.006180524832416,-9999.000000000000000,-9999.000000000000000,0.112693037618471,0.000406646790693
4005,ETH,Ethiopia,Jemu,Jemu,1082.094672918320157,-9999.000000000000000,-9999.000000000000000,0.072543916431048,0.000243723600623
4006,ETH,Ethiopia,N/A,-,1584.468051433563687,-9999.000000000000000,-9999.000000000000000,0.089314361962561,0.000328398431961
4007,ETH,Ethiopia,Berciuma,Berciuma,3213.322170495986938,-9999.000000000000000,-9999.000000000000000,0.088797431819583,0.000325093964796
4008,ETH,Ethiopia,N/A,-,79.663744479417815,-9999.000000000000000,-9999.000000000000000,0.036515264187789,0.000082179419376
4009,ETH,Ethiopia,Shehibi,Shehibi,10392.465144157402392,-9999.000000000000000,-9999.000000000000000,0.089722860354335,0.000331000286648
4010,ETH,Ethiopia,K'Umbabe,K'Umbabe; Mount Darumu; Bule; Gore; Bok'Iti,12881.760684967059206,-9999.000000000000000,-9999.000000000000000,0.125336457259451,0.000652502854521
4011,ETH,Ethiopia,May Cader,May Cader,1459.088210821151506,742.398177146911507,50.880966047220888,0.053223818470113,0.000166385895477
4012,ETH,Ethiopia,Sigmo,Sigmo,8257.016897201541724,-9999.000000000000000,-9999.000000000000000,0.072664093986817,0.000325889853922
4013,ETH,Ethiopia,Arjo,Arjo,2250.800443649292902,-9999.000000000000000,-9999.000000000000000,0.072788743079797,0.000326848157802
4014,ETH,Ethiopia,N/A,-,5349.082734823227838,-9999.000000000000000,-9999.000000000000000,0.129083181990814,0.000488918575518
4015,ETH,Ethiopia,Omorate,Omorate,488.454394817352352,-9999.000000000000000,-9999.000000000000000,0.036204661564044,0.000080981303139
4016,ETH,Ethiopia,Welensu,Welensu; Babu; Horo,971.599359750748249,-9999.000000000000000,-9999.000000000000000,0.052749026463717,0.000163806349234
4017,ETH,Ethiopia,Ch'Iri,Ch'Iri; Awurada,4485.584588766096203,-9999.000000000000000,-9999.000000000000000,0.105073465446983,0.000406637805364
4018,ETH,Ethiopia,Jawi,Jawi,1157.125082969665755,-9999.000000000000000,-9999.000000000000000,0.073130618525061,0.000247109469229
4019,ETH,Ethiopia,Shira,Shira,6802.792715549476270,-9999.000000000000000,-9999.000000000000000,0.108971395260099,0.000407197844966
4020,ETH,Ethiopia,Chagni,Chagni,22925.646591663342406,-9999.000000000000000,-9999.000000000000000,0.146081275055107,0.000739751196743
4021,ETH,Ethiopia,Bedele,Bedele,26461.331021070458519,-9999.000000000000000,-9999.000000000000000,0.145446213089588,0.000734255877226
4022,ETH,Ethiopia,Gechi,Gechi,9189.090710878384925,-9999.000000000000000,-9999.000000000000000,0.109063664720642,0.000489345743015
4023,ETH,Ethiopia,Getema,Getema,9693.907786846149975,-9999.000000000000000,-9999.000000000000000,0.109159692934110,0.000408400084950
4024,ETH,Ethiopia,Lieca,Lieca; Argio; Rogghe; Lek'A,13567.672381877888256,-9999.000000000000000,-9999.000000000000000,0.125412332916501,0.000653183236777
4025,ETH,Ethiopia,Nekemte,Nekemte,110852.274525642395020,-9999.000000000000000,-9999.000000000000000,0.278720948148687,0.001797909330568
4026,ETH,Ethiopia,Dembi,Dembi,10614.514094829552050,-9999.000000000000000,-9999.000000000000000,0.088944886143905,0.000407524463635
4027,ETH,Ethiopia,Gida Ayana,Gida Ayana,4416.630368232727960,-9999.000000000000000,-9999.000000000000000,0.072893430209054,0.000245730815828
4028,ETH,Ethiopia,Gutin,Gutin,4405.160025119780585,-9999.000000000000000,-9999.000000000000000,0.072853427530628,0.000245499933515
4029,ETH,Ethiopia,Shebe,Shebe,6709.571272373199463,-9999.000000000000000,-9999.000000000000000,0.092686493364648,0.000406970846587
4030,ETH,Ethiopia,N/A,-,4106.653888106347040,-9999.000000000000000,-9999.000000000000000,0.073467974139606,0.000249039717088
4031,ETH,Ethiopia,Schadda,Schadda,438.874505281448307,-9999.000000000000000,-9999.000000000000000,0.036290309969423,0.000081309878451
4032,ETH,Ethiopia,N/A,-,991.588409423827670,-9999.000000000000000,-9999.000000000000000,0.056830803253665,0.000165004317943
4033,ETH,Ethiopia,N/A,-,230.016984701156616,-9999.000000000000000,-9999.000000000000000,0.036261474208006,0.000081198988677
4034,ETH,Ethiopia,Agaro,Agaro,53007.324924469081452,-9999.000000000000000,-9999.000000000000000,0.181649639785534,0.001058992679118
4035,ETH,Ethiopia,Yanfa,Yanfa,1516.027043700217973,-9999.000000000000000,-9999.000000000000000,0.088967204917766,0.000326162013320
4036,ETH,Ethiopia,Shahura (Alefa),Shahura (Alefa),1400.660962104797591,-9999.000000000000000,-9999.000000000000000,0.056821692515911,0.000164959491008
4037,ETH,Ethiopia,Kaka,Kaka,2889.579111337659469,-9999.000000000000000,-9999.000000000000000,0.072603853120161,0.000244064651635
4038,ETH,Ethiopia,Dangla,Dangla,36396.285641670227051,-9999.000000000000000,-9999.000000000000000,0.125977404754980,0.000740534230327
4039,ETH,Ethiopia,Bitilta Zebraro,Bitilta Zebraro,1755.758228302002180,-9999.000000000000000,-9999.000000000000000,0.073014519729020,0.000246428506107
4040,ETH,Ethiopia,Turmi,Turmi,278.966991424560604,-9999.000000000000000,-9999.000000000000000,0.036209959951751,0.000081000870725
4041,ETH,Ethiopia,Achefer,-,3511.145969390868231,-9999.000000000000000,-9999.000000000000000,0.073139092281259,0.000329523079880
4042,ETH,Ethiopia,Jinka,Jinka,15202.459727287299756,-9999.000000000000000,-9999.000000000000000,0.144952552017620,0.000648873328487
4043,ETH,Ethiopia,Addis Kidan,Addis Kidan,11859.876286983482714,-9999.000000000000000,-9999.000000000000000,0.089401920256125,0.000411154935584
4044,ETH,Ethiopia,Gembe,; Gembe,9924.530821323400232,-9999.000000000000000,-9999.000000000000000,0.088915332272394,0.000407282393583
4045,ETH,Ethiopia,Liben Medhane `Alem Bete Kristiyan,Liben Medhane `Alem Bete Kristiyan,2063.280628204345703,-9999.000000000000000,-9999.000000000000000,0.056792617885334,0.000164817128353
4046,ETH,Ethiopia,Katab,Katab,11372.133875846851879,-9999.000000000000000,-9999.000000000000000,0.073027874472739,0.000328668273388
4047,ETH,Ethiopia,N/A,-,875.705430030822527,-9999.000000000000000,-9999.000000000000000,0.036258603830348,0.000081187506587
4048,ETH,Ethiopia,Durbete,Durbete,15545.739958286289038,-9999.000000000000000,-9999.000000000000000,0.093302761139114,0.000411547786996
4049,ETH,Ethiopia,Amaya,Amaya,2825.505510330202924,-9999.000000000000000,-9999.000000000000000,0.056344122203393,0.000162642584227
4050,ETH,Ethiopia,Aykel,Aykel,19196.131628036488110,-9999.000000000000000,-9999.000000000000000,0.126327974297626,0.000661387929287
4051,ETH,Ethiopia,Enjebara,Enjebara,24000.046633243560791,-9999.000000000000000,-9999.000000000000000,0.109564213497969,0.000657569866896
4052,ETH,Ethiopia,Yebu,Yebu,13392.947455883027942,-9999.000000000000000,-9999.000000000000000,0.088909472419900,0.000488686823386
4053,ETH,Ethiopia,Seka,Seka,37273.271063804604637,-9999.000000000000000,-9999.000000000000000,0.129016067354777,0.000651295459247
4054,ETH,Ethiopia,Delgi,Delgi,11329.321891784662512,-9999.000000000000000,-9999.000000000000000,0.073232604569729,0.000330235343121
4055,ETH,Ethiopia,Kunzila,Kunzila,1255.830764770507813,-9999.000000000000000,-9999.000000000000000,0.036591176546744,0.000082462422024
4056,ETH,Ethiopia,Shendie Gebreal,Shendie Gebreal,2487.691143989562079,-9999.000000000000000,-9999.000000000000000,0.072997960920589,0.000246329259080
4057,ETH,Ethiopia,Haro,Haro; Babu,3748.891873598100119,-9999.000000000000000,-9999.000000000000000,0.072665064134237,0.000325883435580
4058,ETH,Ethiopia,Sire,Sire,13605.173404216766357,-9999.000000000000000,-9999.000000000000000,0.105361563609937,0.000571969902377
4059,ETH,Ethiopia,Cima,Cima,17644.404775142676954,-9999.000000000000000,-9999.000000000000000,0.089364168092306,0.000410844702026
4060,ETH,Ethiopia,Tulu Wayo,Tulu Wayo,5443.049461603170130,-9999.000000000000000,-9999.000000000000000,0.109291071257732,0.000409227996199
4061,ETH,Ethiopia,Gube Guto,Gube Guto,1818.403793096540767,-9999.000000000000000,-9999.000000000000000,0.125356027813191,0.000489475052752
4062,ETH,Ethiopia,Jimma,Jimma,149247.193143844604492,-9999.000000000000000,-9999.000000000000000,0.234179020064932,0.001791368048585
4063,ETH,Ethiopia,Kuch,Kuch,9004.419406414037439,-9999.000000000000000,-9999.000000000000000,0.072976026976961,0.000246200954597
4064,ETH,Ethiopia,Burie,Burie,29623.195933818762569,-9999.000000000000000,-9999.000000000000000,0.146015602209097,0.000739136178059
4065,ETH,Ethiopia,Bila,Bila; Garrima,18708.033940792080102,-9999.000000000000000,-9999.000000000000000,0.125189283694867,0.000732546137709
4066,ETH,Ethiopia,Bulk'I Sudan Intiriyer Misiyon,Bulk'I Sudan Intiriyer Misiyon,776.828532695770264,-9999.000000000000000,-9999.000000000000000,0.036258102603238,0.000081184970587
4067,ETH,Ethiopia,Chwahit,Chwahit,10420.816606521602807,-9999.000000000000000,-9999.000000000000000,0.073257547735231,0.000247815337696
4068,ETH,Ethiopia,Merawi,Merawi,19352.965141296390357,-9999.000000000000000,-9999.000000000000000,0.093314836228814,0.000329301216316
4069,ETH,Ethiopia,N/A,-,6746.808116912842706,-9999.000000000000000,-9999.000000000000000,0.085904742707497,0.000331266914954
4070,ETH,Ethiopia,Jimma,-,1390.552438616752625,-9999.000000000000000,-9999.000000000000000,0.072707491033915,0.000326205695453
4071,ETH,Ethiopia,Limmu,Limmu; Indibir Katolik Misiyon,11680.452715873740090,-9999.000000000000000,-9999.000000000000000,0.125290844324884,0.000489052834932
4072,ETH,Ethiopia,Alibo,Alibo,3429.913766145703448,-9999.000000000000000,-9999.000000000000000,0.072896563217531,0.000327653157226
4073,ETH,Ethiopia,N/A,-,7392.760761260984509,-9999.000000000000000,-9999.000000000000000,0.073290542667376,0.000248002205349
4074,ETH,Ethiopia,Sekela,Sekela,5211.084070682524725,-9999.000000000000000,-9999.000000000000000,0.072868255164722,0.000245578611049
4075,ETH,Ethiopia,Chere,Chere,1041.701348543167114,-9999.000000000000000,-9999.000000000000000,0.056273716212370,0.000162300421417
4076,ETH,Ethiopia,Adi Tuoldemedhin,Adi Tuoldemedhin; Ciogguar Cudo; Torat,1133.921337604522478,-9999.000000000000000,-9999.000000000000000,0.053136880799886,0.000165876834932
4077,ETH,Ethiopia,Bako,Bako,25851.352075576793140,-9999.000000000000000,-9999.000000000000000,0.125489605904654,0.000653838685164
4078,ETH,Ethiopia,serbo,serbo,5370.608150243760065,-9999.000000000000000,-9999.000000000000000,0.092714240239050,0.000325736266751
4079,ETH,Ethiopia,Shambu,Shambu,25081.951771974570875,-9999.000000000000000,-9999.000000000000000,0.129413869359625,0.000572854048961
4080,ETH,Ethiopia,Dembea,Dembea; Sarua,13441.301171302795410,-9999.000000000000000,-9999.000000000000000,0.073273279608914,0.000330533106217
4081,ETH,Ethiopia,Gish Abay,Gish Abay,12432.238336563112171,-9999.000000000000000,-9999.000000000000000,0.089386929632859,0.000411001673619
4082,ETH,Ethiopia,N/A,-,6097.338803291320801,-9999.000000000000000,-9999.000000000000000,0.072624168468535,0.000325565447422
4083,ETH,Ethiopia,Hareto,Hareto,5911.420608043672473,-9999.000000000000000,-9999.000000000000000,0.072831119610726,0.000245364498125
