,1. open,2. high,3. low,4. close,5. adjusted close,6. volume,7. dividend amount
2022-12-30,138.1800,138.6600,128.4100,134.1000,125.7037,202051672,0.0000
2022-11-30,126.8700,138.1800,125.9100,138.1800,129.5283,226634577,0.0000
2022-10-31,105.6200,127.4300,101.2800,125.8800,117.9984,318234727,1.0000
2022-09-30,113.2900,121.5500,104.3980,104.5000,97.0776,248385561,0.0000
2022-08-31,114.5000,124.2389,111.0214,113.7300,105.6521,258105181,0.0000
2022-07-29,112.6500,116.5000,106.0600,115.3600,107.1663,239566728,1.0000
2022-06-30,132.8700,132.8700,110.9300,112.6100,103.6909,268244292,0.0000
2022-05-31,119.8800,133.1500,115.0200,132.2300,121.7569,313563637,0.0000
2022-04-29,137.4000,137.4100,118.9000,119.3600,109.9063,301715359,1.0000
2022-03-31,140.0400,143.9300,127.2700,136.3200,124.5886,389411084,0.0000
2022-02-28,148.6900,159.0300,139.7800,141.8000,129.5970,288616170,0.0000
2022-01-31,159.8600,169.8100,139.5700,148.6000,135.8118,372752625,1.0000
2021-12-31,161.0000,163.3900,151.8400,158.3500,143.8445,251947349,0.0000
2021-11-30,172.0400,172.3300,158.2900,158.8300,144.2805,202826185,0.0000
2021-10-29,164.0000,172.9600,160.0600,169.8900,154.3274,231684867,1.0000
2021-09-30,160.2200,169.3000,150.4900,163.6900,147.8189,234833375,0.0000
2021-08-31,152.0300,163.8300,149.5200,159.9500,144.4415,208067538,0.0000
2021-07-30,156.2600,159.1612,145.7100,151.7800,137.0637,280564062,0.9000
2021-06-30,165.8700,167.4400,147.5600,155.5400,139.6536,356175526,0.0000
2021-05-28,154.8500,165.7000,152.1400,164.2400,147.4650,248963573,0.0000
2021-04-30,151.9000,157.2500,146.6850,153.8100,138.1002,288695123,0.9000
2021-03-31,149.5200,161.6900,147.9700,152.2300,135.8855,399419120,0.0000
2021-02-26,129.4000,154.9000,128.4750,147.1700,131.3688,228013577,0.0000
2021-01-29,127.5000,142.7500,123.7700,128.6700,114.8551,318531351,0.9000
2020-12-31,120.3400,127.3300,118.1050,127.0700,112.6202,273731938,0.0000
2020-11-30,99.3900,123.5000,97.8600,117.8800,104.4753,333356715,0.0000
2020-10-30,97.1200,104.4500,95.0900,98.0400,86.8914,325384466,0.9000
2020-09-30,99.5500,105.2100,91.3800,96.2700,84.5543,390727873,0.0000
2020-08-31,97.0200,106.4300,95.0300,100.1900,87.9972,319711942,0.0000
2020-07-31,94.8900,101.2900,90.7800,96.6400,84.8792,432245245,0.9000
2020-06-30,97.7500,115.7700,92.0000,94.0600,81.8185,535283093,0.0000
2020-05-29,93.5000,102.9500,82.4000,97.3100,84.6456,497896125,0.0000
2020-04-30,85.1000,104.3900,82.7700,95.7600,83.2973,531069912,0.9000
2020-03-31,116.6300,122.9500,76.9100,90.0300,77.4833,733124797,0.0000
2020-02-28,132.6600,139.2900,112.6600,116.1100,99.9288,240662052,0.0000
2020-01-31,139.7900,141.1000,129.7100,132.3600,113.9142,247371187,0.9000
2019-12-31,132.3100,140.0800,128.5900,139.4000,119.1976,212561704,0.0000
2019-11-29,126.2000,132.4300,126.0200,131.7600,112.6648,191121333,0.0000
2019-10-31,118.4000,127.4200,110.5200,124.9200,106.8161,262746367,0.9000
2019-09-30,108.9800,120.4000,107.3200,117.6900,99.8330,229931101,0.0000
2019-08-30,115.3300,116.8000,104.3400,109.8600,93.1911,259388278,0.0000
2019-07-31,113.2300,117.2400,112.1500,116.0000,98.3995,232058280,0.8000
2019-06-28,105.8000,112.4300,105.3000,111.8000,94.1690,248214909,0.0000
2019-05-31,115.7200,117.0000,104.8400,105.9600,89.2499,230713192,0.0000
2019-04-30,102.1500,117.1600,102.1200,116.0500,97.7487,252516936,0.8000
2019-03-29,105.1000,108.4000,98.0900,101.2300,84.6245,306599704,0.0000
2019-02-28,104.0000,107.2700,100.0600,104.3600,87.2411,224934830,0.0000
2019-01-31,95.9500,105.2400,95.9400,103.5000,86.5222,325933984,0.8000
2018-12-31,112.3800,112.8900,91.1100,97.6200,80.9399,425215738,0.0000
2018-11-30,109.6200,112.9300,105.9800,111.1900,92.1912,283227819,0.0000
2018-10-31,113.3700,116.8100,102.7300,109.0200,90.3920,433042829,0.8000
2018-09-28,114.3400,119.2400,112.5200,112.8400,92.9145,232548930,0.0000
2018-08-31,115.7500,118.2900,112.9700,114.5800,94.3472,234433424,0.0000
2018-07-31,103.7200,117.6100,102.2000,114.9500,94.6519,298281434,0.5600
2018-06-29,108.3400,111.9100,103.1100,104.2000,85.3394,308225670,0.0000
2018-05-31,108.4500,114.7300,104.9600,107.0100,87.6408,273649343,0.0000
2018-04-30,109.9600,115.1500,106.0800,108.7800,89.0904,340150520,0.5600
2018-03-29,115.4800,118.7500,106.6500,109.9700,89.6164,316114990,0.0000
2018-02-28,115.7700,119.3300,103.9800,115.5000,94.1229,348734335,0.0000
2018-01-31,107.6300,117.3500,106.8100,115.6700,94.2615,293836674,0.5600
2017-12-29,104.9000,108.4600,102.2000,106.9400,86.7019,276400891,0.0000
2017-11-30,101.1000,106.6600,95.9500,104.5200,84.7399,240421558,0.0000
2017-10-31,95.7700,102.4201,94.9600,100.6100,81.5699,252942789,0.5600
2017-09-29,91.2500,95.8800,88.0800,95.5100,76.9910,246369957,0.0000
2017-08-31,92.4900,95.2193,90.1600,90.8900,73.2668,247812342,0.0000
2017-07-31,91.5600,94.5100,90.3200,91.8000,74.0003,267414146,0.5000
2017-06-30,82.4600,92.6500,81.6500,91.4000,73.2828,330386146,0.0000
2017-05-31,87.3600,88.0900,81.6350,82.1500,65.8663,280277698,0.0000
2017-04-28,87.9900,89.1300,84.3600,87.0000,69.7550,320838104,0.5000
2017-03-31,92.7900,93.9800,85.2300,87.8400,70.0275,371683551,0.0000
2017-02-28,85.5400,91.3400,84.1600,90.6200,72.2437,271399837,0.0000
2017-01-31,87.3400,88.1700,83.0300,84.6300,67.4684,343092750,0.4800
2016-12-30,80.6500,87.3900,80.6500,86.2900,68.4139,343079104,0.0000
2016-11-30,69.4800,80.5300,67.6400,80.1700,63.5618,458563987,0.0000
2016-10-31,66.3500,69.7700,66.1000,69.2600,54.9119,304104835,0.4800
2016-09-30,67.6400,67.9000,65.1100,66.5900,52.4172,316595543,0.0000
2016-08-31,64.1500,67.7700,63.3800,67.5000,53.1336,250230505,0.0000
2016-07-29,61.5200,64.9800,58.7600,63.9700,50.3549,283935736,0.4800
2016-06-30,64.7600,65.9200,57.0500,62.1400,48.5341,395361813,0.0000
2016-05-31,63.6900,66.2000,60.5900,65.2700,50.9787,283951915,0.0000
2016-04-29,59.0200,64.6600,57.0650,63.2000,49.3620,344712724,0.4400
2016-03-31,56.7600,60.9700,56.6700,59.2200,45.9122,356781931,0.0000
2016-02-29,59.1600,59.6500,52.5000,56.3000,43.6484,477854943,0.0000
2016-01-29,63.9500,64.1300,54.6600,59.5000,46.1293,469707929,0.4400
2015-12-31,67.3400,68.0000,63.5102,66.0300,50.8402,316497652,0.0000
2015-11-30,64.4500,69.0300,64.3900,66.6800,51.3407,247999672,0.0000
2015-10-30,61.1200,65.8300,58.5300,64.2500,49.4697,332522900,0.4400
2015-09-30,62.7500,64.6400,58.7300,60.9700,46.6070,353281723,0.0000
2015-08-31,68.5900,69.4200,50.0700,64.1000,48.9997,373049156,0.0000
2015-07-31,68.1200,70.6100,65.2050,68.5300,52.3861,325398488,0.4400
2015-06-30,65.9900,69.8200,65.5800,67.7600,51.4648,337217192,0.0000
2015-05-29,63.7000,67.1899,63.2500,65.7800,49.9610,267750926,0.0000
2015-04-30,60.4100,64.4800,59.6500,63.2600,48.0470,324991804,0.4000
2015-03-31,61.2400,62.8700,58.8700,60.5800,45.7065,332482016,0.0000
2015-02-27,54.5300,61.9200,54.2700,61.2800,46.2347,318999226,0.0000
2015-01-30,62.6200,62.9600,54.3700,54.3800,41.0287,467828967,0.4000
2014-12-31,59.9800,63.4900,58.1100,62.5800,46.9152,347635705,0.0000
2014-11-28,60.7900,61.9300,59.4200,60.1600,45.1010,211504985,0.0000
2014-10-31,60.2400,60.8000,54.2600,60.4800,45.3409,415457461,0.4000
2014-09-30,59.4600,61.8500,58.7800,60.2400,44.8560,264080857,0.0000
2014-08-29,57.3900,59.9500,55.6000,59.4500,44.2677,241549600,0.0000
2014-07-31,57.1500,59.3500,54.9600,57.6700,42.9423,317245600,0.4000
2014-06-30,55.6500,58.2200,55.0200,57.6200,42.6090,263682000,0.0000
2014-05-30,55.9200,56.3700,52.9700,55.5700,41.0931,315091600,0.0000
2014-04-30,60.9500,61.2900,54.3500,55.9800,41.3963,408990800,0.3800
2014-03-31,56.3000,61.4800,55.6900,60.7100,44.6137,425852600,0.0000
2014-02-28,55.5000,58.6500,54.2000,56.8200,41.7551,345203100,0.0000
2014-01-31,58.3100,59.8200,54.6920,55.3600,40.6822,425415900,0.3800
2013-12-31,57.1000,58.5500,55.4000,58.4800,42.6963,330218200,0.0000
2013-11-29,51.4500,58.1400,51.3000,57.2200,41.7763,365912800,0.0000
2013-10-31,51.6400,54.8500,50.2500,51.5400,37.6294,482265300,0.3800
2013-09-30,51.2500,53.9300,50.0600,51.6900,37.4656,434870300,0.0000
2013-08-30,56.3600,56.7800,50.1300,50.5300,36.6248,343831300,0.0000
2013-07-31,53.2200,56.9300,52.1200,55.7300,40.3938,414604000,0.3800
2013-06-28,54.6000,55.3900,50.1100,52.7900,37.9894,440217000,0.0000
2013-05-31,48.7600,55.9000,46.9800,54.5900,39.2848,549824600,0.0000
2013-04-30,47.5500,49.6300,46.0500,49.0100,35.2692,489433900,0.3000
2013-03-28,48.5900,51.0000,47.2800,47.4600,33.9365,465174328,0.0000
2013-02-28,47.4000,49.6800,46.8500,48.9200,34.9805,450398100,0.0000
2013-01-31,44.9800,47.3500,44.2000,47.0500,33.6433,522625800,0.3000
2012-12-31,41.2700,44.5400,40.2000,43.9691,31.2305,461095700,0.0000
2012-11-30,41.7000,43.0700,38.8300,41.0800,29.1784,467570200,0.0000
2012-10-31,40.8800,43.5400,40.4200,41.6800,29.6046,517965600,0.3000
2012-09-28,36.9800,42.0900,36.7800,40.4800,28.5427,485796100,0.0000
2012-08-31,36.1900,38.8600,34.7600,37.1400,26.1876,468135900,0.0000
2012-07-31,36.2700,37.2000,33.1000,36.0000,25.3838,814935400,0.3000
2012-06-29,32.4100,37.0300,30.8300,35.7300,24.9845,1033963700,0.0000
2012-05-31,43.0000,44.2400,32.2600,33.1500,23.1805,1294302900,0.0000
2012-04-30,45.7500,46.3500,41.8000,42.9800,30.0542,617224800,0.3000
2012-03-30,39.5100,46.4900,39.1200,45.9800,31.9410,820652500,0.0000
2012-02-29,37.8900,39.9350,37.0500,39.2400,27.2589,565332000,0.0000
2012-01-31,34.0600,38.1000,34.0100,37.3000,25.9112,722165800,0.2500
2011-12-30,30.8600,34.1900,30.0300,33.2500,22.9338,818108000,0.0000
2011-11-30,32.4700,35.1800,28.2800,30.9700,21.3612,836433900,0.0000
2011-10-31,30.0300,37.5400,27.8500,34.7600,23.9753,1065099100,0.2500
2011-09-30,37.6200,37.8200,28.5300,30.1200,20.6047,1031994300,0.0000
2011-08-31,41.1600,41.3700,32.3100,37.5600,25.6943,1190346900,0.0000
2011-07-29,40.8100,42.5500,38.9300,40.4500,27.6713,666695700,0.2500
2011-06-30,42.8700,42.9900,39.2400,40.9400,27.8391,807200100,0.0000
2011-05-31,45.9400,46.0700,41.6900,43.2400,29.4031,586460300,0.0000
2011-04-29,46.5500,47.8000,43.5300,45.6300,31.0283,577996200,0.2500
2011-03-31,46.4700,47.1000,43.4000,46.1000,31.1797,684643600,0.0000
2011-02-28,45.2000,48.3600,44.3000,46.6900,31.5787,597586300,0.0000
2011-01-31,43.0000,45.9400,42.6450,44.9400,30.3951,827482200,0.0500
2010-12-31,37.9500,43.1201,37.6500,42.4200,28.6583,665999200,0.0000
2010-11-30,37.6100,41.3400,36.8300,37.4000,25.2668,760406300,0.0000
2010-10-29,38.3400,40.7200,36.2100,37.6300,25.4222,949249000,0.0500
2010-09-30,36.7400,41.5000,36.6600,38.0600,25.6797,717143800,0.0000
2010-08-31,40.9800,41.7000,35.5500,36.3600,24.5327,723429400,0.0000
2010-07-30,36.5400,41.2400,35.1600,40.2800,27.1776,832405700,0.0500
2010-06-30,39.3200,39.9600,36.5100,36.6100,24.6672,975653600,0.0000
2010-05-28,42.9700,43.7300,37.0200,39.5800,26.6684,1137332300,0.0000
2010-04-30,45.0300,48.2000,42.2300,42.5800,28.6897,947688500,0.0500
2010-03-31,42.0300,46.0500,41.3400,44.7000,30.0848,755522200,0.0000
2010-02-26,39.1000,42.3050,37.0250,41.9700,28.2474,876257200,0.0000
2010-01-29,41.7900,45.1900,38.0700,38.9400,26.2081,1029066400,0.0500
2009-12-31,42.6100,43.0900,40.0373,41.6200,27.9792,755880700,0.0000
2009-11-30,42.1800,44.9900,40.7500,42.4900,28.5641,644655200,0.0000
2009-10-30,43.4000,47.4700,40.5300,41.7700,28.0801,857048300,0.0500
2009-09-30,43.0800,46.5000,40.7500,43.8200,29.4230,710240100,0.0000
2009-08-31,39.1200,44.2400,38.9880,43.4600,29.1813,851531100,0.0000
2009-07-31,34.2700,39.4700,31.5900,38.6500,25.9516,1083420300,0.0500
2009-06-30,37.4000,37.7300,32.1800,34.1100,22.8694,1418979800,0.0000
2009-05-29,32.8500,38.9400,32.0600,36.9000,24.7400,1541580000,0.0000
2009-04-30,25.2900,35.2100,25.2900,33.0000,22.1252,2113301200,0.0500
2009-03-31,21.7000,29.6000,14.9600,26.5800,17.7892,2805950700,0.0000
2009-02-27,25.0000,27.9700,18.7500,22.8500,15.2929,1715266600,0.0000
2009-01-30,31.1900,31.6400,17.7000,25.5100,17.0731,1571005200,0.3800
2008-12-31,30.6700,37.7000,24.6100,31.5300,20.8494,1154247300,0.0000
2008-11-28,41.2500,42.5000,19.6900,31.6600,20.9354,1436151000,0.0000
2008-10-31,46.9100,50.6300,32.5200,41.2500,27.2768,1587863300,0.3800
2008-09-30,39.5600,49.0000,34.0400,46.7000,30.6470,1386597500,0.0000
2008-08-29,41.1100,42.8500,35.0000,38.4900,25.2592,750472600,0.0000
2008-07-31,33.6600,43.0000,29.2400,40.6300,26.6636,1268229800,0.3800
2008-06-30,42.6300,42.7700,33.9600,34.3100,22.2673,939120600,0.0000
2008-05-30,47.6800,49.9500,41.9000,43.0000,27.9072,563598400,0.0000
2008-04-30,45.1300,48.6400,41.1700,47.6500,30.9251,707297700,0.3800
2008-03-31,40.1300,48.1600,36.0100,42.9500,27.6475,1076808500,0.0000
2008-02-29,47.3900,48.7000,40.3800,40.6500,26.1670,630381200,0.0000
2008-01-31,43.4700,49.2900,37.6600,47.4000,30.5121,894659000,0.3800
2007-12-31,45.9200,48.0200,42.7900,43.6500,27.8472,462894600,0.0000
2007-11-30,45.6500,46.3200,40.1500,45.6200,29.1040,632312100,0.0000
2007-10-31,45.4700,47.8800,44.6000,47.0000,29.9844,427511900,0.3800
2007-09-28,44.4000,48.0600,43.2000,45.8200,28.9971,347252900,0.0000
2007-08-31,43.7000,48.2900,42.1600,44.5200,28.1744,670058600,0.0000
2007-07-31,48.9000,50.4800,43.5000,44.0100,27.8517,517826100,0.3800
2007-06-29,51.9200,52.0800,48.0600,48.4500,30.4272,323308000,0.0000
2007-05-31,52.4000,53.2500,51.2600,51.8300,32.5499,242848700,0.0000
2007-04-30,48.3800,53.0600,47.7000,52.1000,32.7194,301906400,0.3400
2007-03-30,48.5300,49.6500,45.9100,48.3800,30.1720,354058700,0.0000
2007-02-28,50.9800,51.9500,47.6000,49.3900,30.8019,217186600,0.0000
2007-01-31,48.0000,51.1600,47.3200,50.9300,31.7623,255322500,0.3400
2006-12-29,46.5000,49.0000,45.5100,48.3000,29.9105,204996600,0.0000
2006-11-30,47.7500,48.0500,45.7800,46.2800,28.6596,184245600,0.0000
2006-10-31,46.9600,48.5700,46.3700,47.4400,29.3780,247025600,0.3400
2006-09-29,45.8500,47.4900,44.6800,46.9600,28.8740,182171700,0.0000
2006-08-31,45.7900,46.1000,43.5000,45.6600,28.0747,198516600,0.0000
2006-07-31,42.0500,45.7100,40.4000,45.6200,28.0501,239719400,0.3400
2006-06-30,42.7500,44.2000,39.3300,42.0000,25.6211,271716100,0.0000
2006-05-31,45.3800,46.8000,41.5900,42.6400,26.0115,262343700,0.0000
2006-04-28,41.9500,45.9000,41.4800,45.3800,27.6829,208177900,0.3400
2006-03-31,41.2000,42.4300,40.8700,41.6400,25.1988,254538100,0.0000
2006-02-28,39.8800,41.9500,39.0500,41.1400,24.8962,189953500,0.0000
2006-01-31,39.8300,40.8700,37.8800,39.7500,24.0550,262471900,0.3400
2005-12-30,38.5200,40.5600,38.3200,39.6900,23.8143,200859300,0.0000
2005-11-30,36.7900,39.1800,36.5800,38.2500,22.9503,237640300,0.0000
2005-10-31,34.1900,36.8000,32.9200,36.6200,21.9723,269054600,0.3400
2005-09-30,33.7500,35.0000,33.5000,33.9300,20.1544,211341400,0.0000
2005-08-31,35.3200,35.6500,33.3100,33.8900,20.1306,193472900,0.0000
2005-07-29,35.2200,35.9500,34.3000,35.1400,20.8731,187460100,0.3400
2005-06-30,35.5600,36.5000,35.0100,35.3200,20.7785,197370200,0.0000
2005-05-31,35.5800,36.3000,34.1100,35.7500,21.0315,199696300,0.0000
2005-04-29,34.7900,35.8800,33.3500,35.4900,20.8785,274126100,0.3400
2005-03-31,37.0000,37.7900,34.3200,34.6000,20.1520,266804300,0.0000
2005-02-28,37.5000,38.0700,35.9000,36.5500,21.2878,203306200,0.0000
2005-01-31,39.4800,39.6900,36.5100,37.3300,21.7421,231082900,0.3400
2004-12-31,37.8000,39.4800,37.2500,39.0100,22.5212,209201600,0.0000
2004-11-30,38.7700,39.9100,37.0600,37.6500,21.7360,222462100,0.0000
2004-10-29,39.9000,40.4500,36.3210,38.6000,22.2845,216650400,0.3400
2004-09-30,39.5200,40.2500,38.9500,39.7300,22.7424,185980900,0.0000
2004-08-31,37.2300,39.8000,35.9000,39.5800,22.6565,178960500,0.0000
2004-07-30,38.5800,38.6400,35.4960,37.3300,21.3686,225139100,0.3400
2004-06-30,36.8000,38.8500,36.5000,38.7700,21.9969,174976400,0.0000
2004-05-28,38.0100,38.7500,34.6200,36.8400,20.9019,200758000,0.0000
2004-04-30,41.9500,42.5700,37.4500,37.6000,21.3331,205652600,0.3400
2004-03-31,41.2300,43.8400,40.4400,41.9500,23.6079,213536600,0.0000
2004-02-27,39.1000,41.2000,38.6100,41.0200,23.0845,161986400,0.0000
2004-01-30,36.5600,40.5300,36.3000,38.8900,21.8858,292400100,0.3400
2003-12-31,35.6100,36.8400,34.5000,36.7300,20.4801,145825100,0.0000
2003-11-28,36.2200,36.7600,34.4500,35.4000,19.7385,119712400,0.0000
2003-10-31,34.7000,36.9900,34.5600,35.9000,20.0173,201848900,0.3400
2003-09-30,34.4200,35.8700,33.1600,34.3300,18.9579,173570000,0.0000
2003-08-29,35.0800,35.4300,32.4000,34.2200,18.8971,183969800,0.0000
2003-07-31,33.8400,38.2600,33.0500,35.0500,19.3555,198713700,0.3400
2003-06-30,33.3500,36.5200,33.3200,34.1800,18.6893,210944900,0.0000
2003-05-30,29.3500,33.0700,28.6900,32.8600,17.9675,204510000,0.0000
2003-04-30,24.1500,29.6900,23.7500,29.3500,16.0483,241402800,0.3400
2003-03-31,23.1500,24.9000,20.1300,23.7100,12.7912,224183400,0.0000
2003-02-28,23.5000,23.8700,20.8600,22.6800,12.2355,168216300,0.0000
2003-01-31,25.2500,28.2900,22.7000,23.3400,12.5916,243213700,0.3400
2002-12-31,25.9900,26.1400,22.8000,24.0000,12.7769,203658000,0.0000
2002-11-29,20.7500,25.7000,20.0000,25.1700,13.3998,243834500,0.0000
2002-10-31,19.1500,21.6100,15.2600,20.7500,11.0467,372556800,0.3400
2002-09-30,25.6500,25.7500,17.8600,18.9900,9.9248,308858000,0.0000
2002-08-30,24.9600,27.4000,22.1000,26.4000,13.7975,247681100,0.0000
2002-07-31,33.5900,33.7300,18.2200,24.9600,13.0449,350909700,0.3400
2002-06-28,36.0000,36.2500,30.1500,33.9200,17.5368,177232000,0.0000
2002-05-31,35.4400,38.7500,34.2400,35.9500,18.5863,150664200,0.0000
2002-04-30,35.9500,37.9500,33.1000,35.1000,18.1469,189633900,0.3400
2002-03-28,29.6000,36.4900,29.0500,35.6500,18.2539,211048800,0.0000
2002-02-28,34.0500,34.0500,26.7000,29.2500,14.9769,285216300,0.0000
2002-01-31,36.4900,39.6800,30.4000,34.0500,17.4347,225098800,0.3400
2001-12-31,37.0800,40.9500,35.0200,36.3500,18.4399,180358700,0.0000
2001-11-30,36.0900,40.3000,35.1600,37.7200,19.1349,150775700,0.0000
2001-10-31,34.2900,38.0800,31.8500,35.3600,17.9377,205630000,0.3400
2001-09-28,40.2800,40.2800,29.0400,33.8200,16.9898,175067700,0.0000
2001-08-31,43.4200,43.8200,38.7300,39.0200,19.6021,135245300,0.0000
2001-07-31,45.1200,45.5600,40.2100,42.8800,21.5412,131864500,0.3400
2001-06-29,48.4100,49.0600,41.7700,43.7100,21.7943,157719500,0.0000
2001-05-31,47.9000,49.9000,45.5600,48.3100,24.0879,149322200,0.0000
2001-04-30,44.5000,49.5400,38.5400,47.1600,23.5145,167154700,0.3400
2001-03-30,45.6000,51.1900,37.5800,44.9000,22.1980,204257600,0.0000
2001-02-28,54.9900,55.8500,45.3000,46.6600,23.0681,154547500,0.0000
2001-01-31,44.6200,57.3300,43.1900,54.9900,27.1864,247102800,1.0000
2000-12-29,37.1200,47.5600,36.8800,45.4400,22.0298,200159000,0.0000
2000-11-30,45.5000,46.5000,35.4400,36.8800,17.8798,155467700,0.0000
2000-10-31,46.6200,48.1200,32.3800,45.5000,22.0589,245473100,0.3200
2000-09-29,56.6900,58.3800,44.5600,46.1900,22.2372,233944700,1.0000
2000-08-31,49.8800,56.5600,49.6200,55.8800,26.3125,139772000,0.0000
2000-07-31,45.8800,53.7500,45.8800,49.8100,23.4543,84149300,0.3200
2000-06-30,75.8700,82.3800,44.1200,46.0600,21.5436,122980102,0.0000
2000-05-31,72.5000,77.0000,68.1300,74.6900,23.2898,103784871,0.0000
2000-04-28,87.9400,93.0000,71.7500,72.1200,22.4884,99979203,0.4800
2000-03-31,79.8800,100.7500,77.1300,87.1900,27.0379,110318738,0.0000
2000-02-29,82.4400,86.3700,74.5600,79.6200,24.6904,88645202,0.0000
2000-01-31,74.7500,81.5000,68.2500,80.6900,25.0222,109109004,0.4100
1999-12-31,77.1300,83.3700,72.0600,77.6900,23.9534,65211136,0.0000
